2016-12-24 00:00:00	4.414	0.128	2013.486	113.702	1178.879	414.120
2016-12-23 00:00:00	0.000	0.001	2185.164	76.730	3772.221	123.994
2016-12-22 00:00:00	0.000	0.047	1522.283	55.906	907.107	36.751
2016-12-21 00:00:00	0.000	0.000	2867.885	74.542	965.167	44.155
2016-12-20 00:00:00	0.001	0.000	4005.758	135.400	1871.844	80.860
2016-12-19 00:00:00	0.000	0.000	1737.775	57.852	761.802	30.133
2016-12-18 00:00:00	0.001	0.000	5412.402	174.341	1543.591	62.260
2016-12-17 00:00:00	0.000	0.031	3715.323	148.667	6043.368	194.064
2016-12-16 00:00:00	0.000	0.000	2881.191	95.765	587.361	35.448
2016-12-15 00:00:00	0.000	0.000	5534.496	165.594	2428.311	94.402
2016-12-14 00:00:00	0.001	0.000	3978.258	223.395	3909.212	202.753
2016-12-13 00:00:00	0.000	0.000	3396.456	103.544	621.281	72.449
2016-12-12 00:00:00	0.001	0.000	1800.376	59.917	760.695	80.551
2016-12-11 00:00:00	0.001	0.000	4810.751	154.622	1742.289	64.268
2016-12-10 00:00:00	0.000	0.002	4223.977	137.167	2141.761	72.603
2016-12-09 00:00:00	0.000	0.001	3199.421	99.318	477.448	19.269
2016-12-08 00:00:00	0.001	0.000	2200.854	75.360	298.020	30.898
2016-12-07 00:00:00	0.001	0.000	4395.979	128.651	730.854	52.429
2016-12-06 00:00:00	0.000	0.000	4725.491	131.169	449.046	34.142
2016-12-05 00:00:00	0.000	0.000	1171.656	40.598	111.578	10.268
2016-12-04 00:00:00	0.000	0.000	5224.104	162.854	1279.962	48.719
2016-12-03 00:00:00	0.000	0.000	2790.498	88.623	313.543	20.332
2016-12-02 00:00:00	0.000	0.000	3112.553	106.136	307.052	24.767
2016-12-01 00:00:00	0.001	0.000	5878.055	172.458	787.476	38.895
2016-11-30 00:00:00	0.001	0.000	5075.380	112.358	784.202	31.317
2016-11-29 00:00:00	0.000	0.000	5716.446	93.484	1805.054	55.873
2016-11-28 00:00:00	0.001	0.000	1962.300	41.594	1359.942	41.714
2016-11-27 00:00:00	0.000	0.000	3047.683	63.690	670.162	398.023
2016-11-26 00:00:00	0.000	0.000	5272.928	126.198	3645.974	110.066
2016-11-25 00:00:00	0.000	0.000	3762.245	125.840	2718.422	93.578
2016-11-24 00:00:00	0.000	0.113	4616.987	187.888	704.936	98.196
2016-11-23 00:00:00	0.000	0.000	5682.102	157.619	1293.462	47.611
2016-11-22 00:00:00	0.001	0.001	3772.828	204.567	1330.196	225.800
2016-11-21 00:00:00	0.000	0.000	968.949	40.956	896.799	40.971
2016-11-20 00:00:00	0.002	0.001	5578.771	162.252	3161.124	145.651
2016-11-19 00:00:00	0.010	0.054	1844.893	64.694	1044.182	77.747
2016-11-18 00:00:00	0.005	0.003	3779.080	123.581	4455.874	175.046
2016-11-17 00:00:00	0.001	0.000	3455.891	114.171	1075.308	52.435
2016-11-16 00:00:00	0.001	0.000	5624.527	170.026	2541.120	99.289
2016-11-15 00:00:00	0.005	0.003	5987.652	341.731	1881.046	58.715
2016-11-14 00:00:00	0.000	0.000	4617.915	76.540	776.069	31.186
2016-11-13 00:00:00	0.000	0.000	1690.822	55.093	8295.351	151.051
2016-11-12 00:00:00	0.000	0.000	7045.377	542.482	890.774	52.944
2016-11-11 00:00:00	0.001	0.000	6018.330	172.698	736.584	30.953
2016-11-10 00:00:00	0.000	0.000	13561.267	138.086	563.331	29.634
2016-11-09 00:00:00	0.000	0.000	10522.182	1199.379	386.474	28.391
2016-11-08 00:00:00	0.001	0.000	3471.393	69.161	391.396	19.426
2016-11-07 00:00:00	0.001	0.000	3010.504	48.439	519.248	21.749
2016-11-06 00:00:00	0.029	0.021	16412.441	236.478	669.956	185.941
2016-11-05 00:00:00	0.000	0.000	6226.244	64.210	646.980	29.258
2016-11-04 00:00:00	0.007	0.000	13747.911	137.518	1145.747	53.600
2016-11-03 00:00:00	0.000	0.000	4095.987	75.485	690.925	25.016
2016-11-02 00:00:00	0.003	0.000	8154.598	92.902	564.987	26.967
2016-11-01 00:00:00	0.002	0.002	2721.395	40.797	704.379	38.551
2016-10-31 00:00:00	0.000	0.000	3608.875	51.787	210.022	11.148
2016-10-30 00:00:00	0.002	0.000	14623.634	125.931	904.202	31.606
2016-10-29 00:00:00	0.000	0.000	12995.290	121.934	617.981	40.234
2016-10-28 00:00:00	0.000	0.000	4372.604	61.419	294.157	15.477
2016-10-27 00:00:00	0.001	0.000	3955.667	84.498	463.959	22.547
2016-10-26 00:00:00	0.016	0.065	4469.978	70.040	1106.356	32.617
2016-10-25 00:00:00	0.002	0.000	4099.889	56.785	389.536	18.636
2016-10-24 00:00:00	0.001	0.000	1688.223	55.267	1238.182	25.219
2016-10-23 00:00:00	0.003	0.001	2493.709	93.791	6137.929	257.780
